0.447769013 1.48088183 -0.0002738572174 7.332687758e-05 -0.7729810514 0.2369444357 -0.0004747778078
-3.089499838e+00 1.023821840e+00 -8.886972189e-05 1.000000000e-03 -1.743626187e-01 -5.261592019e-01 0.000000000e+00
2.473787142 -2.624134374 0.005991819411 7.332687758e-09 0.384983338 0.3621624593 -0.001942920241
-0.1681613524 1.006125531 -0.0007953276486 7.332687758e-09 -0.9778297473 -0.1677256936 -0.0001855916836
0.5424182652 2.528289994 0.002646813761 7.332687758e-09 -0.6094288172 0.1318323861 0.001177698458
1.285699951 -1.943310893 0.01219889452 7.332687758e-09 0.5468374325 0.3609055957 -0.00273020665
-0.8013215116 -2.052845439 0.001719015701 7.332687758e-09 0.6283826487 -0.2468445693 0.003353026858
0.8085395208 0.9551429973 -0.01025850908 7.332687758e-09 -0.6836591793 0.57958903 0.0008627577477
-1.809430515 0.4756555071 0.00595753673 7.332687758e-09 -0.1818649832 -0.7063762645 0.0004826792843
-1.130117891 -0.8526476366 -0.002059685805 7.332687758e-09 0.5066346696 -0.6680026525 -0.002124731653
2.751679433 -1.373266486 0.004846474983 7.332687758e-09 0.2537395743 0.5105548062 -0.0001457977225
-0.8168614607 -0.8977238018 0.0003047078503 7.332687758e-09 0.675419892 -0.6104571117 0.002799784543
-1.468929607 0.8274318492 0.002526179699 7.332687758e-09 -0.3807350876 -0.6730743802 -0.0009374649938
2.265623509 0.0152678769 0.002536048173 7.332687758e-09 -0.0006095251055 0.6626311628 -0.0007259460058
-2.210876533 0.6430866942 0.001976363101 7.332687758e-09 -0.1787910029 -0.6315052835 0.001663720077
-0.832258026 0.954334394 0.004013456912 7.332687758e-09 -0.6763888576 -0.5778621397 -0.0007125780138
1.787187118 3.095979677 0.0005951958084 7.332687758e-09 -0.4587221667 0.2620124029 -0.0001474162804
0.08734100714 1.390550301 0.004545766214 7.332687758e-09 -0.8443847058 0.03929485241 -0.0004659733356
-1.779480447 0.4709272809 -0.003069602016 7.332687758e-09 -0.1929028447 -0.7066344967 -0.004492063491
0.7835371352 -1.337702961 0.007211736359 7.332687758e-09 0.6940379878 0.402007899 0.004929592845
2.945689734 1.386411769 -0.003810007851 7.332687758e-09 -0.2335699112 0.5024851156 0.001685835052
3.681425 0.1156100776 -0.0006980276481 7.332687758e-09 -0.0133572736 0.520219087 0.005234822221
-2.575029927 -1.338855843 -0.003355619126 7.332687758e-09 0.2686475162 -0.5233329692 -0.001030998877
0.7969520213 -0.03106959947 0.00328591955 7.332687758e-09 0.03588339864 1.117929116 0.007677731874
