0 1 -1.1982731103880466524e-07 5.9913655519402345856e-08 0 0 -5.9913655519402332621e-08 9.8432366475617849691e-06 0 0
2.737850787132101 1 -1.1982965662729804685e-07 5.991484845710689726e-08 0 -0.00011998704573298331994 -0.00012004696054115350198 9.8432686321083151689e-06 3.24939323066637138e-06 2002.666100832016582
5.475701574264202 1 -1.1983199638766680601e-07 5.9916035558969072289e-08 0 -0.00023997639905048136016 -0.00024003631501131006366 9.8433006157076389169e-06 6.4986902320754217873e-06 4005.3707168322771395
8.213552361396303 1 -1.1983432510604736092e-07 5.9917211611122893618e-08 0 -0.00035996806052483233153 -0.00036002797763832724079 9.8433325983598832682e-06 9.7478910172856697049e-06 6008.1138575534987467
10.9514031485284 1 -1.1983663926679087107e-07 5.991837309791451794e-08 0 -0.00047996203101213395174 -0.0004800219492783028459 9.8433645800651430903e-06 1.2996995595960385056e-05 8010.8955372845402962
13.68925393566051 1 -1.1983893757708857792e-07 5.9919518726527709023e-08 0 -0.00059995831152342385569 -0.00060001823094227443259 9.8433965608234149953e-06 1.6246003967531134194e-05 10013.715772900313823
16.42710472279261 1 -1.1984122115185215111e-07 5.9920649611868855769e-08 0 -0.00071995690307315835747 -0.00072001682364469831495 9.8434285406348311201e-06 1.9494916145640178945e-05 12016.574581332788512
19.16495550992471 1 -1.1984349333323346666e-07 5.9921769096083534397e-08 0 -0.00083995780652807165885 -0.00084001772825230880317 9.8434605194993626657e-06 2.2743732127255907076e-05 14019.471977048353438
21.90280629705681 1 -1.1984575917452639991e-07 5.9922882232464680571e-08 0 -0.00095996102247925191916 -0.00096002094535619394815 9.8434924974172772946e-06 2.5992451939662838853e-05 16022.4079699126778
24.64065708418891 1 -1.1984802466876571482e-07 5.9923995014044689205e-08 0 -0.0010799665511565994386 -0.0010800264751862540501 9.8435244743885462075e-06 2.9241075579829355264e-05 18025.382563762948848
27.37850787132101 1 -1.1985029584006751996e-07 5.992511346494128352e-08 0 -0.001199974392398282623 -0.0012000343175806577316 9.8435564504132219205e-06 3.2489603053060782801e-05 20028.395755898098287
30.11635865845312 1 -1.1985257783568102039e-07 5.99262427324057597e-08 0 -0.0013199845456793976757 -0.0013200444720145010878 9.8435884254911807669e-06 3.5738034347041191261e-05 22031.44753755711281
32.85420944558521 1 -1.1985487415539807047e-07 5.9927386316235742506e-08 0 -0.001439997010195132 -0.0014400569376829710881 9.8436203996224972855e-06 3.8986369468970665626e-05 24034.537895307115832
35.59206023271732 1 -1.1985718613330241779e-07 5.9928545550520604364e-08 0 -0.0015600117849855197651 -0.0015600717136261025523 9.8436523728071528415e-06 4.2234608417143925285e-05 26037.666813125626504
