0 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 -0.8567803652000000047550543058605398982763 0.996322876399999945995489269989775493741 -9.455452525999999456932099128891877626302e-05 -0.9963228696999999467465158886625431478024 -0.08567803593999999411945367455700761638582 0 0 0 0 0 1 0 1 0 0 0 -1 1.915669148171017965864848520141094923019 
16.42710472279261 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 -0.7348771068620709723262507395702414214611 0.9817661515944495764784960556426085531712 -5.365270436024897367363259426120691841788e-05 -0.9609557954102125876261197845451533794403 -0.1724869584689282808742660790812806226313 1.167585465575289607157057070185857128308e-05 0 0 0 0 1 0 1 0 0 0 -1 1.475620331436235055377892422256991267204 
32.85420944558521 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 0.6334143507234292203023073852818924933672 -0.9037111767846013332672328033368103206158 4.06767202213408944296881009083932667636e-05 0.5837855020800685190707213223504368215799 0.861022429970657809938927584880730137229 -4.321592324289208166465323102123363696592e-05 0 0 0 0 1 0 1 0 0 5 -1 1.369666677523348585765461393748410046101 
49.28131416837783 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 -1.609725307989996023749768028210382908583 -0.7455097040162698140974839589034672826529 3.888913358263366970828806001847510742664e-05 0.2351489358310430710652383368142182007432 -0.5585480914106806249463943458977155387402 2.299564979843124831347320191632377373026e-05 0 0 0 0 1 0 1 0 0 5 -1 1.315549405411104544327827170491218566895 
65.70841889117042 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 -1.125003942338715923199288226896896958351 -1.202432330964934736883265031792689114809 5.287935182661364586160016032501118843356e-05 0.5390842973392222514661398236057721078396 -0.3798725089407514188266645760450046509504 1.269703340661397606239403634820206434597e-05 0 0 0 0 1 0 1 0 0 5 -1 1.282598563997112028900460245495196431875 
82.13552361396304 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 0.3090851120751605396463901342940516769886 0.9066166729224481857229989145707804709673 -3.489400959616181850751065463001054922643e-05 -1.005922459388563838800223493308294564486 0.5306454713460544425629450415726751089096 -1.729305020336349525624138057100509513475e-05 0 0 0 0 1 0 1 0 0 14 -1 1.258601653127259245579239177459385246038 
98.56262833675565 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 0.4851080454699907562599037191830575466156 -1.07918566596386167333321282058022916317 3.715980521608390859571516284809433727787e-05 0.7318095820672952944718758772069122642279 0.5914787537969684594330033178266603499651 -2.304489224286396156088363440517241542693e-05 0 0 0 0 1 0 1 0 0 14 -1 1.242338011468662850589339541329536587 
114.9897330595483 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 0.2525550487379064623638669218053109943867 -1.221034380046114087292608019197359681129 4.085853272512494606871422120342174366669e-05 0.803138096148071300994786270166514441371 0.3819706587369102179785329553851624950767 -1.513744412573202787874321328942528452899e-05 0 0 0 0 1 0 1 0 0 18 -1 1.229904870406639094682077484321780502796 
131.4168377823408 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 0.9232137094104372332381558408087585121393 -0.4586616970329198128553116475814022123814 1.255082582248117065886524462703377480466e-05 0.31485391444421589879354428376245778054 1.010612667354598093183426499308552592993 -3.380780476869916009990263416895572845533e-05 0 0 0 0 1 0 1 0 0 18 -1 1.220051764613182987417872027435805648565 
147.8439425051335 1 3.333333332999999943533651251219788308727e-13 2.869724066097146185294814498684123904582e-07 -0.2913589776684619159219380435388302430511 1.069625566384212911330564566014800220728 -3.300356584255879845331282940179562501726e-05 -0.9866251990095215029796804628858808428049 -0.07686905054676607118580022870446555316448 4.768480855330452823496231035127479458424e-06 0 0 0 0 1 0 1 0 0 35 -1 1.212498289729688538685081766743678599596 
